title,street,city,state,phone,website,category,segment,use_case_en,use_case_es
Our Lady of Mt Carmel Catholic Church,9101 Socorro Rd,El Paso,Texas,,,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
Vino Nuevo El Paso,988 Kessler Dr,El Paso,Texas,(915) 850-0200,http://www.vinonuevo.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Faith Baptist Church,10622 Montwood Dr Suite A,El Paso,Texas,(915) 591-8168,http://www.faithbaptistelpaso.org/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
The Journey Church,10015 Lockerbie Ave,El Paso,Texas,(915) 244-7077,http://thejourneychurcheastside.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Nueva Iglesia Puerta del Cielo,1430 Gail Borden Pl,El Paso,Texas,(915) 266-8675,http://facebook.com/NuevaIglesiaPDC,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Our Lady of Sorrows Catholic,7712 S Rosedale St,El Paso,Texas,(915) 433-8694,,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
First Assembly of God,3928 Montana Ave,El Paso,Texas,(915) 565-2337,http://www.elpaso1st.com/,Assemblies of God church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Scotsdale Baptist Church,10015 Lockerbie Ave,El Paso,Texas,(915) 595-2811,http://scotsdale.org/,Christian church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Shiloh Baptist Church,3201 Frutas Ave,El Paso,Texas,(915) 533-1795,http://www.shilohbaptistep.org/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Friendship Baptist Church,7615 Matamoros Dr,El Paso,Texas,(915) 598-9657,,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Ministerios Encuentro & Conexion,8800 Cristo Viene Dr,El Paso,Texas,(915) 592-1061,http://www.mecelp.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Restoration Community Church,11236 Montana Ave,El Paso,Texas,(915) 633-1544,http://rccelp.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
St Luke United Methodist Church,9915 Montwood Dr,El Paso,Texas,(915) 591-8126,,United Methodist church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
All Saints Episcopal Church,3500 McRae Blvd,El Paso,Texas,(915) 598-0721,http://allsaintsepiscopalep.org/,Episcopal church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Roca Church,11205 Rojas Dr,El Paso,Texas,(915) 493-1516,https://www.roca.church/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Iglesia Cristiana El Pescador Church,3423 Lee Blvd,El Paso,Texas,(915) 855-9231,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
El Dorado High School,12401 Edgemere Blvd,El Paso,Texas,(915) 937-3200,https://www.sisd.net/o/eldorado,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Ysleta High School,8600 Alameda Ave,El Paso,Texas,(915) 434-8000,https://www.yisd.net/ysletahigh,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Helen Ball Elementary,1950 Firehouse Dr,El Paso,Texas,(915) 937-8200,https://www.sisd.net/o/helenball,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Rainbow Pre-School,1580 Joe Battle Blvd,El Paso,Texas,(915) 593-5817,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
ProAction Emergency Services Institute,1400 George Dieter Dr #260,El Paso,Texas,(915) 532-2771,http://www.pro-action.org/,Emergency training school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Montwood Middle School,11710 Pebble Hills Blvd,El Paso,Texas,(915) 937-5800,https://www.sisd.net/o/montwoodms,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
Benito Martinez Elementary,2640 Robert Wynn St,El Paso,Texas,(915) 937-8000,https://www.sisd.net/o/benitomartinez,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Spc. Rafael Hernando III Middle,3451 Rich Beem Blvd,El Paso,Texas,(915) 937-9800,https://www.sisd.net/o/spcrafaelhernando,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
St. Christopher's Episcopal Church,300 Riverside Dr,El Paso,Texas,(915) 859-9329,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
House of Purpose Church International,11220 Rojas Dr Ste. C 3,El Paso,Texas,,,Christian church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Zion Lutheran Church,2800 Pershing Dr,El Paso,Texas,(915) 566-4667,https://zionelpaso.org/,Lutheran church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
First Church of the Nazarene,2520 Silver Ave,El Paso,Texas,(915) 565-4649,https://epfirstnaz.org/,Church of the Nazarene,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
The Church in El Paso - East District,11395 James Watt Dr STE A9,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
At His Feet Church | Iglesia A Sus Pies,440 S Yarbrough Dr,El Paso,Texas,(915) 704-7300,https://www.athisfeetchurch.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Community Baptist Church,7801 Phoenix Ave,El Paso,Texas,(915) 598-7778,http://communitybaptistep.org/church/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
St. Alban's Episcopal Church,1810 Elm St,El Paso,Texas,(915) 565-2727,http://saintalbanelpaso.org/,Episcopal church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Montana Avenue Church of Christ / Iglesia de Cristo,3101 Montana Ave,El Paso,Texas,(915) 565-8731,http://www.nuestravision.org/,Church of Christ,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Saint Peter Missionary Baptist Church,3550 George Dieter Dr,El Paso,Texas,(915) 855-2143,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
EPCC Valle Verde Enrollment Center,600 College Creek,El Paso,Texas,,,Community college,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Milan Institute of Cosmetology - El Paso,1580 George Dieter Dr Ste 207,El Paso,Texas,(915) 213-0470,https://milaninstitute.edu/locations/el-paso-texas/,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Freedom Victory Bible College,11675 Pratt Ave,El Paso,Texas,(915) 383-1483,http://www.freedomvictory.com/,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Bronx Barber College,1360 Lee Trevino Dr,El Paso,Texas,(915) 260-9088,https://bronxbarbercollege.com/,Barber school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
EPCC Culinary Arts Greenhouse,"El Paso Community College Administration, 9050 Viscount Blvd",El Paso,Texas,(915) 831-3722,http://www.epcc.edu/,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Shiloh Christian Academy,8800 Cristo Viene Dr,El Paso,Texas,(915) 592-1909,https://scaelp.org/,Private educational institution,school_k12,"your open houses, fundraising galas, family days and graduations","los open houses, galas de recaudación, días familiares y graduaciones"
David L. Carrasco Job Corps Center,11155 Gateway Blvd W,El Paso,Texas,(915) 594-0022,https://davidlcarrasco.jobcorps.gov/,Technical school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
John Drugan School,12451 Pellicano Dr,El Paso,Texas,(915) 937-6800,https://www.sisd.net/o/johndrugan,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Bel Air High School,731 N Yarbrough Dr,El Paso,Texas,(915) 434-2000,http://belair.yisd.net/,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Loma Verde Elementary,12150 Ted Houghton Dr,El Paso,Texas,(915) 937-8600,https://www.sisd.net/o/lomaverde,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
