title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,categories/20,categories/21,categories/22,url,categoryName
Bel Air High School Health Professions,,,7930-7998 Santa Maria Rd,El Paso,Texas,US,https://www.yisd.net/belair,(915) 434-2000,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bel%20Air%20High%20School%20Health%20Professions&query_place_id=ChIJ7S_UO1Nb54YRjBfoK6EB7kY,High school
Myrtle Cooper Elementary,,,1515 Rebecca Ann Dr,El Paso,Texas,US,https://www.sisd.net/o/myrtlecooper,(915) 937-7700,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Myrtle%20Cooper%20Elementary&query_place_id=ChIJkR0weoRD54YRE_6G2jbph6Y,Elementary school
Hurshel Antwine Middle,,,3830 Rich Beem Blvd,El Paso,Texas,US,https://www.sisd.net/o/hurshelantwine,(915) 937-6400,Middle school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hurshel%20Antwine%20Middle&query_place_id=ChIJiW1poH5G54YR1ED057hwAF0,Middle school
Élfida P. Chávez Elementary,,,11720 Pebble Hills Blvd,El Paso,Texas,US,https://www.sisd.net/o/elfidachavez,(915) 937-8300,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%C3%89lfida%20P.%20Ch%C3%A1vez%20Elementary&query_place_id=ChIJw_WcQUZE54YR3XdRIToG5J8,Elementary school
Bel Air Middle School,,,7909 Ranchland Dr,El Paso,Texas,US,http://belairmiddle.yisd.net/,(915) 434-2200,Middle school,Elementary school,Kindergarten,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bel%20Air%20Middle%20School&query_place_id=ChIJTzJdOFFD54YRz94DsF_FP9U,Middle school
Loma Terrace Elementary School,,,8200 Ryland Ct,El Paso,Texas,US,https://www.yisd.net/o/lomaterrace,(915) 434-2600,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Loma%20Terrace%20Elementary%20School&query_place_id=ChIJO3yAhVpD54YRXRcz4AxBz78,Elementary school
Our Lady of Mount Carmel Catholic Church,4.8,38,131 S Zaragoza Rd,El Paso,Texas,US,https://www.ysletamission.org/,(915) 859-9848,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady%20of%20Mount%20Carmel%20Catholic%20Church&query_place_id=ChIJMWsKPI9D54YR0EWdmXDuTks,Catholic church
Our Lady of Mt Carmel Catholic Church,4.7,41,9101 Socorro Rd,El Paso,Texas,US,,,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady%20of%20Mt%20Carmel%20Catholic%20Church&query_place_id=ChIJe32uJyBD54YRYDsiJnTCMMo,Catholic church
Vino Nuevo El Paso,4.8,271,988 Kessler Dr,El Paso,Texas,US,http://www.vinonuevo.com/,(915) 850-0200,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vino%20Nuevo%20El%20Paso&query_place_id=ChIJK_-ZXRRD54YRYhENbTjTgEg,Church
Faith Baptist Church,4.6,10,10622 Montwood Dr Suite A,El Paso,Texas,US,http://www.faithbaptistelpaso.org/,(915) 591-8168,Baptist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Faith%20Baptist%20Church&query_place_id=ChIJsyigNzNb54YRFImaC9woD5w,Baptist church
The Journey Church,5,1,10015 Lockerbie Ave,El Paso,Texas,US,http://thejourneychurcheastside.com/,(915) 244-7077,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Journey%20Church&query_place_id=ChIJDV2RfRpF54YRJ8GwOlw0nYs,Church
Nueva Iglesia Puerta del Cielo,4.5,24,1430 Gail Borden Pl,El Paso,Texas,US,http://facebook.com/NuevaIglesiaPDC,(915) 266-8675,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nueva%20Iglesia%20Puerta%20del%20Cielo&query_place_id=ChIJe_wDf1VC54YRk_WT9x6XoG0,Church
Our Lady of Sorrows Catholic,4.8,166,7712 S Rosedale St,El Paso,Texas,US,,(915) 433-8694,Catholic church,Place of worship,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady%20of%20Sorrows%20Catholic&query_place_id=ChIJKxP3NKdc54YRdWpp2Ghl8Ys,Catholic church
First Assembly of God,4.7,14,3928 Montana Ave,El Paso,Texas,US,http://www.elpaso1st.com/,(915) 565-2337,Assemblies of God church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=First%20Assembly%20of%20God&query_place_id=ChIJKfSBHoZZ54YRWsZSBm9Aqt0,Assemblies of God church
Scotsdale Baptist Church,4.9,34,10015 Lockerbie Ave,El Paso,Texas,US,http://scotsdale.org/,(915) 595-2811,Christian church,Baptist church,Church,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Scotsdale%20Baptist%20Church&query_place_id=ChIJN54EYipb54YRyvdJchaUPZU,Christian church
Shiloh Baptist Church,4.6,16,3201 Frutas Ave,El Paso,Texas,US,http://www.shilohbaptistep.org/,(915) 533-1795,Baptist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shiloh%20Baptist%20Church&query_place_id=ChIJY7BUR5xZ54YRIctR_yCsXuk,Baptist church
Friendship Baptist Church,4.8,16,7615 Matamoros Dr,El Paso,Texas,US,,(915) 598-9657,Baptist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Friendship%20Baptist%20Church&query_place_id=ChIJadvilE9b54YRpZz6qSxmGi4,Baptist church
Ministerios Encuentro & Conexion,4.9,54,8800 Cristo Viene Dr,El Paso,Texas,US,http://www.mecelp.org/,(915) 592-1061,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ministerios%20Encuentro%20%26%20Conexion&query_place_id=ChIJze_FaxpD54YRevybIT74LTw,Church
Restoration Community Church,5,8,11236 Montana Ave,El Paso,Texas,US,http://rccelp.com/,(915) 633-1544,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Restoration%20Community%20Church&query_place_id=ChIJhZfA59dE54YRNbMGPoeWjvE,Church
St Luke United Methodist Church,4.7,16,9915 Montwood Dr,El Paso,Texas,US,,(915) 591-8126,United Methodist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St%20Luke%20United%20Methodist%20Church&query_place_id=ChIJp22xRjJb54YRYJMTI85slIU,United Methodist church
All Saints Episcopal Church,4.6,14,3500 McRae Blvd,El Paso,Texas,US,http://allsaintsepiscopalep.org/,(915) 598-0721,Episcopal church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=All%20Saints%20Episcopal%20Church&query_place_id=ChIJJWDVrNFa54YRNCUD3Av3bPQ,Episcopal church
Roca Church,5,17,11205 Rojas Dr,El Paso,Texas,US,https://www.roca.church/,(915) 493-1516,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roca%20Church&query_place_id=ChIJGT2Bb6BE54YRvn2WRHwCxVw,Church
Iglesia Cristiana El Pescador Church,4.3,14,3423 Lee Blvd,El Paso,Texas,US,,(915) 855-9231,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Iglesia%20Cristiana%20El%20Pescador%20Church&query_place_id=ChIJVQ4_UqtF54YRSBH8ehNrCKE,Church
El Dorado High School,,,12401 Edgemere Blvd,El Paso,Texas,US,https://www.sisd.net/o/eldorado,(915) 937-3200,High school,Architecture school,Community health center,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Dorado%20High%20School&query_place_id=ChIJkQdodixE54YRfGIR6BFBI2U,High school
Ysleta High School,,,8600 Alameda Ave,El Paso,Texas,US,https://www.yisd.net/ysletahigh,(915) 434-8000,High school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ysleta%20High%20School&query_place_id=ChIJP7449ClD54YRfoABRr_5EyE,High school
Helen Ball Elementary,,,1950 Firehouse Dr,El Paso,Texas,US,https://www.sisd.net/o/helenball,(915) 937-8200,Elementary school,Kindergarten,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Helen%20Ball%20Elementary&query_place_id=ChIJyZFsbhJE54YRa7j3gP_XH6Q,Elementary school
Rainbow Pre-School,4.4,7,1580 Joe Battle Blvd,El Paso,Texas,US,,(915) 593-5817,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rainbow%20Pre-School&query_place_id=ChIJmZWH5XND54YRlg6n_cpJVFs,Preschool
ProAction Emergency Services Institute,4.9,382,1400 George Dieter Dr #260,El Paso,Texas,US,http://www.pro-action.org/,(915) 532-2771,Emergency training school,Adult education school,Ambulance service,Emergency care service,Event management company,Event planner,First aid station,Medical school,Safety equipment supplier,Trade school,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ProAction%20Emergency%20Services%20Institute&query_place_id=ChIJdd3sVFda54YRMvhUvvnkong,Emergency training school
Montwood Middle School,,,11710 Pebble Hills Blvd,El Paso,Texas,US,https://www.sisd.net/o/montwoodms,(915) 937-5800,Middle school,Community health center,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montwood%20Middle%20School&query_place_id=ChIJHZFUCUZE54YRUkcHYUaZZSA,Middle school
Benito Martinez Elementary,,,2640 Robert Wynn St,El Paso,Texas,US,https://www.sisd.net/o/benitomartinez,(915) 937-8000,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Benito%20Martinez%20Elementary&query_place_id=ChIJIaAHqkRE54YRGaSInHI6VVk,Elementary school
Spc. Rafael Hernando III Middle,,,3451 Rich Beem Blvd,El Paso,Texas,US,https://www.sisd.net/o/spcrafaelhernando,(915) 937-9800,Middle school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spc.%20Rafael%20Hernando%20III%20Middle&query_place_id=ChIJ_6J67YVG54YRrGzulJS6DK0,Middle school
St. Christopher's Episcopal Church,5,3,300 Riverside Dr,El Paso,Texas,US,,(915) 859-9329,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Christopher's%20Episcopal%20Church&query_place_id=ChIJJYjv8wpd54YR35l9wzTIH-c,Church
House of Purpose Church International,5,2,11220 Rojas Dr Ste. C 3,El Paso,Texas,US,,,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=House%20of%20Purpose%20Church%20International&query_place_id=ChIJC2L75OVD54YRHbtHpT-aJYI,Christian church
Zion Lutheran Church,4.9,16,2800 Pershing Dr,El Paso,Texas,US,https://zionelpaso.org/,(915) 566-4667,Lutheran church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zion%20Lutheran%20Church&query_place_id=ChIJV02axJdZ54YRK0d9xw41JMY,Lutheran church
First Church of the Nazarene,5,11,2520 Silver Ave,El Paso,Texas,US,https://epfirstnaz.org/,(915) 565-4649,Church of the Nazarene,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=First%20Church%20of%20the%20Nazarene&query_place_id=ChIJNyqXB79Z54YRoLn-CIzfsPo,Church of the Nazarene
The Church in El Paso - East District,5,2,11395 James Watt Dr STE A9,El Paso,Texas,US,,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Church%20in%20El%20Paso%20-%20East%20District&query_place_id=ChIJLyx5F41D54YR8TCG09AUBYg,Church
At His Feet Church | Iglesia A Sus Pies,4.6,28,440 S Yarbrough Dr,El Paso,Texas,US,https://www.athisfeetchurch.org/,(915) 704-7300,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=At%20His%20Feet%20Church%20%7C%20Iglesia%20A%20Sus%20Pies&query_place_id=ChIJyV61_4Rd54YRvZ6lnwePOB0,Church
Community Baptist Church,4.7,15,7801 Phoenix Ave,El Paso,Texas,US,http://communitybaptistep.org/church/,(915) 598-7778,Baptist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Community%20Baptist%20Church&query_place_id=ChIJy2_xi05b54YRrbV59U7QgUg,Baptist church
St. Alban's Episcopal Church,4.9,14,1810 Elm St,El Paso,Texas,US,http://saintalbanelpaso.org/,(915) 565-2727,Episcopal church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Alban's%20Episcopal%20Church&query_place_id=ChIJnzPXOehZ54YRss7d6QxliQ8,Episcopal church
Montana Avenue Church of Christ / Iglesia de Cristo,5,10,3101 Montana Ave,El Paso,Texas,US,http://www.nuestravision.org/,(915) 565-8731,Church of Christ,Christian church,Religious institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montana%20Avenue%20Church%20of%20Christ%20%2F%20Iglesia%20de%20Cristo&query_place_id=ChIJj9L8MpdZ54YRyuhNy27QDnk,Church of Christ
Saint Peter Missionary Baptist Church,4.6,10,3550 George Dieter Dr,El Paso,Texas,US,,(915) 855-2143,Church,Baptist church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Saint%20Peter%20Missionary%20Baptist%20Church&query_place_id=ChIJsyaULwdF54YRV4HKUv13rBw,Church
EPCC Valle Verde Enrollment Center,1.8,4,600 College Creek,El Paso,Texas,US,,,Community college,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EPCC%20Valle%20Verde%20Enrollment%20Center&query_place_id=ChIJg1znJMVb54YRQyRTF0yxjE0,Community college
Milan Institute of Cosmetology - El Paso,4.7,1234,1580 George Dieter Dr Ste 207,El Paso,Texas,US,https://milaninstitute.edu/locations/el-paso-texas/,(915) 213-0470,College,Barber school,Beauty salon,Beauty school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Milan%20Institute%20of%20Cosmetology%20-%20El%20Paso&query_place_id=ChIJCSZYQYBE54YRPgW0D6ds1bQ,College
Freedom Victory Bible College,5,2,11675 Pratt Ave,El Paso,Texas,US,http://www.freedomvictory.com/,(915) 383-1483,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Freedom%20Victory%20Bible%20College&query_place_id=ChIJ97sfADVF54YRoivOQ9Qd8hA,College
Bronx Barber College,4.4,33,1360 Lee Trevino Dr,El Paso,Texas,US,https://bronxbarbercollege.com/,(915) 260-9088,Barber school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bronx%20Barber%20College&query_place_id=ChIJ43E4MBZD54YRyStzK316hp4,Barber school
EPCC Culinary Arts Greenhouse,,,"El Paso Community College Administration, 9050 Viscount Blvd",El Paso,Texas,US,http://www.epcc.edu/,(915) 831-3722,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EPCC%20Culinary%20Arts%20Greenhouse&query_place_id=ChIJlfdpRwBb54YRvE9nkarbAVo,College
Shiloh Christian Academy,,,8800 Cristo Viene Dr,El Paso,Texas,US,https://scaelp.org/,(915) 592-1909,Private educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shiloh%20Christian%20Academy&query_place_id=ChIJze_FaxpD54YRc1Azn8aPELI,Private educational institution
David L. Carrasco Job Corps Center,3.7,101,11155 Gateway Blvd W,El Paso,Texas,US,https://davidlcarrasco.jobcorps.gov/,(915) 594-0022,Technical school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=David%20L.%20Carrasco%20Job%20Corps%20Center&query_place_id=ChIJSygeTqdE54YRLT7mH3avNAk,Technical school
John Drugan School,,,12451 Pellicano Dr,El Paso,Texas,US,https://www.sisd.net/o/johndrugan,(915) 937-6800,Elementary school,Kindergarten,Middle school,Preschool,Public educational institution,School,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=John%20Drugan%20School&query_place_id=ChIJy2t7dN5D54YRzPZ3V2nMQr4,Elementary school
Bel Air High School,,,731 N Yarbrough Dr,El Paso,Texas,US,http://belair.yisd.net/,(915) 434-2000,High school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bel%20Air%20High%20School&query_place_id=ChIJp8uRrqxE54YRk3gcL1hBOts,High school
Loma Verde Elementary,,,12150 Ted Houghton Dr,El Paso,Texas,US,https://www.sisd.net/o/lomaverde,(915) 937-8600,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Loma%20Verde%20Elementary&query_place_id=ChIJL3U90rBD54YRvIKlQH65j-s,Elementary school
Jane A. Hambric School,,,3535 Nolan Richardson Dr,El Paso,Texas,US,https://www.sisd.net/o/janehambric,(915) 937-4600,Elementary school,Kindergarten,Middle school,Preschool,Public educational institution,School,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jane%20A.%20Hambric%20School&query_place_id=ChIJE1x4GbVF54YRkEWpuZ3PxDE,Elementary school
West Texas Driving Academy,4.1,135,12371 Edgemere Blvd #213,El Paso,Texas,US,http://www.westtexasdriving.com/,(915) 857-1700,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=West%20Texas%20Driving%20Academy&query_place_id=ChIJuaPcsy1E54YRXoBSewtbpkI,Driving school
Sgt. Roberto Ituarte Elementary,,,12860 Tierra Sonora Dr,El Paso,Texas,US,https://www.sisd.net/o/sgtrobertoituarte,(915) 937-7000,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sgt.%20Roberto%20Ituarte%20Elementary&query_place_id=ChIJRe1Ro4VG54YRNyCtRppltjM,Elementary school
Jesus Chapel School,,,10200 Album Ave,El Paso,Texas,US,http://www.jchapel.org/,(915) 593-1153,Private educational institution,Preschool,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jesus%20Chapel%20School&query_place_id=ChIJHzfXttRE54YRdCkkLUDYp_c,Private educational institution
William D. Slider Middle,,,11700 School Ln,El Paso,Texas,US,https://www.sisd.net/o/williamslider,(915) 937-5400,Middle school,Community health center,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=William%20D.%20Slider%20Middle&query_place_id=ChIJ873WCW9E54YRxwPjLyQPPaE,Middle school
Sun City Driving School - East,4.6,190,12300 Pellicano Dr,El Paso,Texas,US,http://www.suncitydriving.com/,(915) 858-0080,Driving school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20City%20Driving%20School%20-%20East&query_place_id=ChIJb_w3YcFD54YRN01YMXzL11M,Driving school
Montwood High School,,,12000 Montwood Dr,El Paso,Texas,US,https://www.sisd.net/o/montwoodhs,(915) 937-2400,High school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montwood%20High%20School&query_place_id=ChIJW7gZXG1E54YRkNDKT9McdbY,High school
Lujan-Chavez Elementary,,,2200 Sun Country Dr,El Paso,Texas,US,https://www.sisd.net/o/lujanchavez,(915) 937-8700,Elementary school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lujan-Chavez%20Elementary&query_place_id=ChIJBaMENh5E54YRBGrr_BvIWhw,Elementary school
L. Frederick Francis Graduate School of Biomedical Sciences,4.7,3,5001 El Paso Dr,El Paso,Texas,US,http://elpaso.ttuhsc.edu/gsbs,(915) 215-4157,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=L.%20Frederick%20Francis%20Graduate%20School%20of%20Biomedical%20Sciences&query_place_id=ChIJBf9DRtJb54YRdhkqSdT5Ct0,University
St. John Paul II,4.4,14,518 Gallagher St,El Paso,Texas,US,https://www.parishesonline.com/find/st-john-paul-ii-79915,(915) 592-5245,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20John%20Paul%20II&query_place_id=ChIJJzCOv8Jd54YR6FLw116Ze-o,Catholic church
El Paso Central English Seventh-day Adventist Church,4.6,39,1801 McRae Blvd,El Paso,Texas,US,http://elpasocentral.org/,(915) 598-7730,Seventh-day Adventist church,Christian church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Central%20English%20Seventh-day%20Adventist%20Church&query_place_id=ChIJY9ovIzdb54YRqpduadSQcU4,Seventh-day Adventist church
Morning Star Christian Church,4.4,7,1852 Dale Douglas Dr STE D,El Paso,Texas,US,https://m.facebook.com/profile.php?id=427810550748218&ref=content_filter,(915) 256-4115,Christian church,Non-profit organization,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Morning%20Star%20Christian%20Church&query_place_id=ChIJ3Ztn04xE54YRS_dLh709tgw,Christian church
Surrendered Church,5,3,8617 N Loop Dr,El Paso,Texas,US,http://wearesurrendered.com/,(915) 229-5723,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Surrendered%20Church&query_place_id=ChIJ6WvXkupD54YRLzegFPfTSl8,Church
Garden of Grace Church,,,2521 Samoa Dr,El Paso,Texas,US,http://gardenofgracechurch.com/,(915) 841-7130,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Garden%20of%20Grace%20Church&query_place_id=ChIJwx9ZD5pb54YReYwqluX8t4c,Church
Montwood Church of Nazarene,5,2,10640 Montwood Dr,El Paso,Texas,US,,(915) 592-7434,Church of the Nazarene,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montwood%20Church%20of%20Nazarene&query_place_id=ChIJK5DaH8RE54YRH-PTee-C2-E,Church of the Nazarene
